Q_Mean,P_Mean,Variance;Measured_real;Measured_imag
-1.7189,-1.04726,-1.04726;-1.78795;1
0.529833,1.32731,1.32731;0.180975;0
-1.72785,0.587829,0.587829;-3.00462;0
-0.624069,-0.337547,-0.337547;-0.0792579;1
-0.929373,0.0399946,0.0399946;-1.84474;0
-0.288394,0.426659,0.426659;0.225437;0
0.570582,-0.0750115,-0.0750115;-0.274872;1
-0.619107,0.605303,0.605303;-0.186598;0
0.283673,-0.769062,-0.769062;0.807924;0
0.241341,-0.211238,-0.211238;0.0134836;0
-0.268713,-1.63959,-1.63959;-1.43718;1
0.0693732,-1.9823,-1.9823;-1.07857;1
0.166773,-1.11724,-1.11724;0.645784;0
-1.1207,-1.08094,-1.08094;-0.700005;0
-0.319358,0.0986381,0.0986381;3.35454;1
1.13969,-1.67877,-1.67877;2.56926;0
0.161494,-0.790786,-0.790786;0.202404;1
0.098358,2.0754,2.0754;-0.577298;0
-1.35766,0.31889,0.31889;0.947172;1
-0.676744,-0.485064,-0.485064;-1.36234;0
-0.619767,-2.02505,-2.02505;0.534533;0
0.361109,0.319026,0.319026;-1.45084;0
-0.595346,-0.63378,-0.63378;-1.93434;1
0.663149,-2.02517,-2.02517;-2.36441;1
-0.341142,-0.958141,-0.958141;-0.471284;1
-0.788537,1.00667,1.00667;1.65181;1
0.988772,1.06416,1.06416;2.42034;1
-0.0945492,-0.573864,-0.573864;1.30309;1
1.09586,-0.0290524,-0.0290524;-0.807266;1
-0.596061,0.246954,0.246954;-0.92893;1
-0.612107,0.453012,0.453012;-0.561865;0
-2.21272,-0.749199,-0.749199;-0.828341;1
-0.0435488,-1.49164,-1.49164;-1.73812;1
0.925176,0.857974,0.857974;-0.550259;0
-0.180487,-0.678148,-0.678148;-0.125855;1
-0.50474,-1.08049,-1.08049;0.278956;0
1.57204,-0.978031,-0.978031;-1.78054;1
0.142392,1.24108,1.24108;0.153877;1
-1.25696,0.470321,0.470321;-4.12684;0
-0.948823,0.0421061,0.0421061;-1.24062;0
0.110765,1.27257,1.27257;0.711857;0
1.50632,0.0561159,0.0561159;2.39477;1
0.0489537,0.547835,0.547835;0.444924;0
-0.474125,0.708295,0.708295;0.740111;0
0.73883,0.567226,0.567226;0.0803105;0
0.397994,-1.20292,-1.20292;-2.60776;1
0.25788,1.03219,1.03219;-1.38835;1
0.6057,1.15132,1.15132;0.950501;1
-1.64095,1.53154,1.53154;1.10903;1
0.833123,0.131664,0.131664;-0.672783;0
0.924558,-0.535518,-0.535518;-1.07866;1
1.02571,-1.32068,-1.32068;-2.44539;0
0.062681,-0.414378,-0.414378;0.696968;0
-2.12485,-1.14758,-1.14758;-1.27249;0
0.718632,0.156932,0.156932;0.645444;0
-0.0541484,-1.04172,-1.04172;1.75741;1
0.0648455,-0.812989,-0.812989;0.266672;1
-0.227136,0.374139,0.374139;-0.847705;0
0.644234,-0.554013,-0.554013;-3.16345;1
0.40023,-0.472073,-0.472073;-1.80954;1
-1.98516,1.12055,1.12055;-4.54984;0
-0.493222,-0.659876,-0.659876;-1.47865;0
0.738181,0.620063,0.620063;-0.428585;0
-1.75723,0.902177,0.902177;-3.57661;0
-1.10933,-1.36356,-1.36356;-0.378347;0
-0.359674,-0.019652,-0.019652;-0.549382;1
-0.890771,0.42475,0.42475;0.302143;0
-0.392458,-0.141088,-0.141088;-2.21076;1
0.381868,-0.224628,-0.224628;2.01902;0
-1.32259,0.155972,0.155972;-2.41485;0
0.366607,0.0497022,0.0497022;1.75034;1
1.20043,0.320282,0.320282;1.55957;1
-0.210028,-2.33914,-2.33914;1.37976;0
1.47933,0.33676,0.33676;-0.896036;1
-0.270979,1.30589,1.30589;-1.27125;0
-0.121693,-0.735914,-0.735914;-2.86276;1
0.0524966,-1.09855,-1.09855;1.54656;0
0.767924,-0.41809,-0.41809;0.118362;1
0.237586,-0.536976,-0.536976;0.415591;0
-1.42884,1.09206,1.09206;0.314138;1
1.04557,0.205716,0.205716;-1.23579;1
-0.164326,0.204499,0.204499;-0.716176;1
2.08943,-1.82719,-1.82719;-1.79809;1
1.75706,0.277624,0.277624;1.58561;0
1.41414,-0.840696,-0.840696;0.873352;1
-1.49968,0.513378,0.513378;0.0680113;0
-0.901641,2.4312,2.4312;3.68787;1
-1.07793,0.221564,0.221564;-0.920247;1
0.636209,2.46335,2.46335;0.605039;0
-0.133992,-1.16202,-1.16202;-0.59227;1
-0.814775,-0.665711,-0.665711;0.600505;0
0.242663,0.344251,0.344251;0.758146;0
2.01865,-1.41576,-1.41576;-2.91838;1
0.827969,-1.04517,-1.04517;0.454104;0
1.04767,-0.523678,-0.523678;-0.00416214;0
-1.53841,0.0464394,0.0464394;0.10887;1
0.556178,-1.35507,-1.35507;-0.787501;0
0.411997,0.538308,0.538308;-0.135881;1
-1.92116,1.48323,1.48323;0.919225;1
0.687092,1.12788,1.12788;0.424902;0
1.06036,-1.14716,-1.14716;-0.680048;1
-0.765207,0.82752,0.82752;0.266766;1
2.74463,1.1935,1.1935;1.42617;1
0.278557,1.66073,1.66073;0.367843;1
-0.623807,-0.982734,-0.982734;-1.0917;1
-0.373379,-0.295673,-0.295673;-1.02072;1
-1.24258,-0.67852,-0.67852;-0.298706;0
-1.05915,-1.09483,-1.09483;-1.74622;1
-1.8057,0.319693,0.319693;-2.31688;0
0.968266,-0.130004,-0.130004;0.0557432;1
0.112959,-1.16699,-1.16699;-1.90889;1
0.370794,0.313289,0.313289;1.55702;1
-0.941667,-0.150531,-0.150531;-1.52719;0
-0.613341,1.91008,1.91008;1.09791;0
-1.468,1.22315,1.22315;-0.666137;0
-1.19142,-1.31867,-1.31867;-0.946673;1
1.43481,0.927211,0.927211;-0.666487;0
0.402323,0.660045,0.660045;0.919013;0
-0.914129,-0.421429,-0.421429;0.567071;1
-0.709343,-1.08564,-1.08564;1.5226;0
-0.940704,0.390597,0.390597;1.09846;0
-0.188745,-0.811484,-0.811484;2.00351;0
-1.54597,-1.01343,-1.01343;-2.6998;0
-0.415837,-0.578488,-0.578488;2.32889;1
-0.0330918,0.775442,0.775442;-1.3061;0
0.383006,-0.796068,-0.796068;1.59436;0
-1.10056,0.141561,0.141561;-3.37296;0
0.87499,-0.124084,-0.124084;-2.86633;1
-0.711396,0.956295,0.956295;1.41072;0
0.0378057,-0.847631,-0.847631;1.8602;0
-0.287433,-2.17691,-2.17691;-1.20209;0
2.26175,1.68888,1.68888;1.75356;1
1.29582,2.8438,2.8438;3.8506;1
0.337834,0.512403,0.512403;0.36955;1
-0.566376,-0.746669,-0.746669;-1.41093;1
-1.17432,0.655663,0.655663;-2.72586;0
0.482884,-0.878589,-0.878589;0.300757;0
-1.30355,-0.455441,-0.455441;-1.34638;1
-0.80735,-2.46142,-2.46142;-3.4941;1
0.947464,0.246014,0.246014;1.68788;0
1.92499,2.00135,2.00135;1.30693;1
1.1133,0.090897,0.090897;0.0635113;0
-0.163636,-1.30463,-1.30463;-0.916382;1
-1.7172,-1.33882,-1.33882;-1.07983;1
-1.11701,1.05797,1.05797;-0.130537;0
-0.325239,-0.494841,-0.494841;-0.491026;1
1.29838,0.186253,0.186253;-1.05204;1
0.186866,-0.156771,-0.156771;0.024763;1
0.0245223,0.319517,0.319517;-0.722893;1
-2.07342,0.302189,0.302189;1.27095;0
-0.889308,1.15172,1.15172;1.74591;1
-0.197927,1.52973,1.52973;-1.56131;1
-0.257351,-0.570718,-0.570718;-2.03265;1
-0.442215,-0.0664363,-0.0664363;-0.530647;1
-0.8786,1.16488,1.16488;0.664013;1
0.767364,-1.62995,-1.62995;0.753007;0
0.219194,-0.227755,-0.227755;-1.37756;1
0.456881,1.26991,1.26991;1.36781;0
-0.298032,1.63565,1.63565;4.72406;1
-0.11602,-1.08444,-1.08444;0.232655;0
-1.08196,-1.08077,-1.08077;-0.191274;0
-0.496572,-0.358981,-0.358981;1.46634;0
-1.16207,-2.17039,-2.17039;-1.89116;0
0.179567,0.457874,0.457874;0.0232173;0
0.516638,0.410752,0.410752;-0.223539;0
1.32543,-0.832537,-0.832537;-0.646113;1
-0.660196,-0.219963,-0.219963;0.58127;1
-0.611964,0.324005,0.324005;-0.799915;1
0.544527,-0.991563,-0.991563;0.0534282;1
1.80916,-0.205772,-0.205772;1.60278;0
0.602876,0.164078,0.164078;0.0202305;1
0.50477,0.926579,0.926579;0.785477;1
1.1099,0.945366,0.945366;3.27356;0
0.120207,-2.27748,-2.27748;-1.06059;1
-1.48704,-1.38558,-1.38558;-3.03974;0
-0.0850935,1.11207,1.11207;0.931364;0
0.734723,1.05648,1.05648;0.739527;1
-1.32707,-1.52666,-1.52666;-1.23277;0
1.06997,-1.14961,-1.14961;0.499795;1
-0.334275,0.291037,0.291037;0.301133;1
-1.15427,-1.14107,-1.14107;-2.03512;0
-0.163715,-1.15434,-1.15434;-3.09906;1
0.694723,0.908643,0.908643;3.06061;1
-0.481374,2.1916,2.1916;-0.41396;0
1.51354,0.561055,0.561055;2.95104;0
1.7869,0.0518475,0.0518475;-0.115912;1
-1.08523,2.05246,2.05246;1.76619;1
-0.0283257,0.206522,0.206522;0.41652;0
-1.39242,-0.365913,-0.365913;-0.365498;1
0.124357,-0.431971,-0.431971;0.0836327;0
-0.828172,0.702977,0.702977;-0.628154;0
0.787985,2.04856,2.04856;0.0233318;0
-0.225151,-0.94312,-0.94312;-0.0122926;1
1.09019,-1.3686,-1.3686;0.78974;0
0.105759,-0.295677,-0.295677;-1.15455;0
-0.130586,-0.340207,-0.340207;2.4879;1
-0.656885,-1.10238,-1.10238;-0.155703;0
-0.993274,-1.63528,-1.63528;0.0474138;0
-0.39729,-0.952687,-0.952687;-1.44859;1
1.36311,2.2292,2.2292;2.02564;0
0.341288,1.51504,1.51504;0.708681;0
-0.977842,-0.252537,-0.252537;-1.149;0
-0.405134,-1.44935,-1.44935;-0.41149;0
-2.39583,0.146976,0.146976;-1.30051;0
-1.41906,-1.08983,-1.08983;-1.42441;0
-0.317376,-1.45172,-1.45172;1.3204;1
-1.25313,-0.34205,-0.34205;-0.597977;1
0.170272,1.93508,1.93508;2.1609;1
-0.501777,0.288229,0.288229;-0.361084;1
0.509014,1.3478,1.3478;2.10829;1
1.40402,-0.959226,-0.959226;0.283961;0
1.30197,0.772465,0.772465;-1.65954;1
2.46865,1.36893,1.36893;2.91235;0
0.987564,-0.863706,-0.863706;0.130907;1
-0.346182,0.674768,0.674768;1.89879;0
1.28764,1.99846,1.99846;1.35285;1
-0.31469,-0.0418396,-0.0418396;0.642262;1
1.95636,1.85511,1.85511;1.09589;1
-0.158114,0.0593609,0.0593609;1.86834;0
-0.014994,-0.0763135,-0.0763135;1.84011;0
-0.261868,-1.43013,-1.43013;-1.59548;0
1.24421,-0.287369,-0.287369;4.28837;0
0.122532,-0.278647,-0.278647;-2.69044;1
0.0660449,-0.133785,-0.133785;-0.881154;0
0.75111,-2.65173,-2.65173;-3.47425;1
0.848932,0.707137,0.707137;1.1457;1
-0.49505,-0.571763,-0.571763;-1.46847;0
0.164962,0.456653,0.456653;-0.495408;1
2.51821,0.571475,0.571475;0.996926;1
-0.684542,0.00621135,0.00621135;-0.629869;1
0.659551,-1.4033,-1.4033;0.400619;0
0.399377,0.385443,0.385443;0.671971;0
-2.83066,-1.8567,-1.8567;-3.94972;0
0.18809,0.204845,0.204845;-0.231623;1
-0.80926,0.643816,0.643816;0.228919;1
0.296672,1.2037,1.2037;2.31495;0
0.194634,-0.237126,-0.237126;0.736328;1
1.23164,0.385429,0.385429;1.49476;1
-0.0378492,0.515996,0.515996;-1.17096;0
-1.03283,1.35763,1.35763;-1.90753;0
1.46467,0.557065,0.557065;0.182342;1
1.03152,1.9552,1.9552;1.12231;1
-0.52877,0.166719,0.166719;-2.13477;0
0.0323109,2.09048,2.09048;1.07244;1
0.417176,0.637441,0.637441;1.87273;0
-1.09852,-0.454167,-0.454167;-0.73205;0
1.09295,-0.0139226,-0.0139226;1.59186;0
-0.749355,0.208554,0.208554;-0.0542229;1
0.0691585,-1.57146,-1.57146;-1.22598;1
0.265736,-0.258095,-0.258095;1.33457;0
0.125758,0.474953,0.474953;-0.232553;0
0.45708,-0.00298347,-0.00298347;0.141167;0
0.178444,0.437096,0.437096;2.2258;0
-0.4698,-0.0578679,-0.0578679;-1.25267;1
0.431175,-0.0664543,-0.0664543;1.25888;0
0.857306,0.457345,0.457345;1.33178;1
0.297126,-0.59151,-0.59151;-3.37353;0
0.211358,-0.742036,-0.742036;1.41656;0
-0.792245,1.04032,1.04032;0.881208;1
1.19977,-0.185523,-0.185523;1.38311;1
0.17035,0.759412,0.759412;0.323248;1
-0.574902,0.656614,0.656614;1.87058;0
-1.08383,1.03385,1.03385;0.500506;0
1.99034,-0.212167,-0.212167;0.605455;0
0.960444,-0.0175336,-0.0175336;-0.0364383;1
0.257997,0.210576,0.210576;2.17477;0
-0.471722,-0.359137,-0.359137;-1.13929;0
-0.740704,1.24401,1.24401;0.558879;1
-1.73726,-0.57283,-0.57283;-2.14462;1
-0.999921,-0.198719,-0.198719;-2.11464;0
1.15452,0.857221,0.857221;0.375637;1
-0.0583961,-1.14809,-1.14809;-0.657393;1
0.469322,1.46765,1.46765;1.05328;0
-1.19591,-0.532886,-0.532886;1.57092;0
-0.950805,0.788861,0.788861;-0.0838627;1
0.539438,-1.26083,-1.26083;-0.307169;1
0.822064,0.796402,0.796402;0.530383;0
-0.716661,-0.173402,-0.173402;0.633961;0
2.0247,-1.59732,-1.59732;2.17667;0
-0.362932,0.369213,0.369213;-2.60684;0
-1.50135,0.781709,0.781709;-0.461884;1
-0.438939,0.166599,0.166599;0.836128;1
0.723563,-1.34365,-1.34365;0.523868;0
0.185501,1.22945,1.22945;-0.319824;0
0.0852988,0.672199,0.672199;1.37675;0
0.112012,-0.180048,-0.180048;1.39301;1
1.23811,1.19046,1.19046;2.38454;0
-0.258932,-1.26151,-1.26151;-2.36062;0
0.413581,-1.17039,-1.17039;2.01884;1
0.955871,0.327941,0.327941;-1.52813;0
0.847184,0.724883,0.724883;1.0053;0
-0.122881,-1.6612,-1.6612;2.1596;0
1.43583,0.312996,0.312996;0.075924;1
-0.742595,0.572003,0.572003;0.910742;1
-0.876719,0.622686,0.622686;-0.686175;0
1.08845,-0.189336,-0.189336;-0.490677;0
-1.80814,0.63234,0.63234;-1.06912;1
-1.2688,1.3065,1.3065;-1.47132;1
0.631902,-0.841819,-0.841819;0.411059;0
1.21697,0.864946,0.864946;1.30031;0
-0.228005,-1.18056,-1.18056;1.24339;0
-0.853783,0.244866,0.244866;1.12601;0
0.737767,-0.201547,-0.201547;-1.95474;1
-1.75097,1.2259,1.2259;-2.57381;0
0.459476,-1.04197,-1.04197;-0.685304;1
0.660744,0.0178961,0.0178961;-1.81364;1
2.94477,-1.27531,-1.27531;-1.38681;1
1.91626,-0.755223,-0.755223;-0.77558;1
-0.307347,-1.62409,-1.62409;0.166788;0
1.22339,-0.629309,-0.629309;1.59527;1
-0.801073,-0.617516,-0.617516;0.989799;1
-0.534455,0.346586,0.346586;0.562197;1
0.908013,-0.242933,-0.242933;0.406214;1
-1.33911,1.25589,1.25589;0.263611;1
1.385,0.474345,0.474345;0.576454;0
0.288799,-0.0603491,-0.0603491;0.0007161;1
-0.659146,-0.302518,-0.302518;-1.23832;1
0.0697368,0.945061,0.945061;0.133696;1
1.30046,1.07256,1.07256;0.740104;0
-0.564948,-0.462835,-0.462835;-1.45527;1
1.15582,-0.311192,-0.311192;-1.56371;1
2.34491,0.23313,0.23313;3.07358;0
-1.34533,1.17537,1.17537;0.506717;1
-0.329202,-0.486888,-0.486888;0.4856;1
0.757349,-1.09942,-1.09942;0.326052;1
-0.309946,0.406949,0.406949;-1.54198;0
-1.40369,-1.23921,-1.23921;-1.94695;1
-0.0766061,0.990368,0.990368;0.786846;1
1.89895,-0.646642,-0.646642;-1.68638;1
1.70777,-0.505429,-0.505429;-0.610403;0
-0.563262,-0.250408,-0.250408;1.68251;0
0.180136,-1.10978,-1.10978;2.26637;0
0.426968,-1.17683,-1.17683;-0.967392;0
-1.79336,-0.33703,-0.33703;-2.12621;1
-0.111435,1.52295,1.52295;-0.453774;0
0.562899,-0.354026,-0.354026;-1.54294;1
-0.173649,-1.27833,-1.27833;-1.63792;1
-0.300981,-0.0936616,-0.0936616;0.0723468;1
-0.00346124,0.196778,0.196778;-1.46547;0
-0.0464178,-1.34183,-1.34183;-0.106066;0
0.604008,-0.404797,-0.404797;0.0664067;1
-0.323651,-0.36291,-0.36291;-0.837899;1
-1.2159,2.33492,2.33492;-1.06473;0
0.480971,0.99556,0.99556;2.59264;1
0.536546,0.620832,0.620832;-1.24524;1
1.17281,0.506231,0.506231;0.805421;1
-0.76275,-0.258118,-0.258118;-0.0815374;1
-0.304781,-0.859157,-0.859157;-0.608754;0
-0.291733,1.84052,1.84052;2.06936;1
-2.51743,-0.579564,-0.579564;-2.73997;0
-0.990428,-0.749105,-0.749105;-0.842601;0
0.182072,0.643305,0.643305;-0.0632127;1
0.194393,0.149239,0.149239;1.28847;0
-1.42603,1.79725,1.79725;-2.31079;0
-0.869021,-0.221186,-0.221186;-0.387588;0
-0.457882,-1.7792,-1.7792;0.114683;0
-0.0114158,0.658631,0.658631;-1.41375;1
-1.01414,0.647161,0.647161;-0.376695;1
1.81704,2.14337,2.14337;2.82134;0
-1.51637,-1.10904,-1.10904;0.0638357;1
0.624694,0.221867,0.221867;1.92618;1
0.569667,-3.08707,-3.08707;-4.08052;1
-0.796204,2.27412,2.27412;0.317702;1
-0.71303,-0.11699,-0.11699;-1.58372;0
-0.125565,1.09372,1.09372;-0.407525;0
0.315013,-1.1687,-1.1687;-0.81887;0
0.313162,0.809316,0.809316;0.0112129;0
1.47663,-0.470546,-0.470546;0.845933;0
-0.678846,0.757511,0.757511;1.41276;1
1.16877,-0.156486,-0.156486;1.16731;1
-0.496308,0.148809,0.148809;0.302418;0
0.255885,1.11326,1.11326;1.20423;1
0.206793,-0.219313,-0.219313;0.152306;0
0.357302,0.666039,0.666039;0.706717;0
-0.0631594,-2.59529,-2.59529;0.714531;0
0.87594,-0.0997208,-0.0997208;-0.80846;1
0.12736,0.6227,0.6227;0.798228;0
1.4132,0.294638,0.294638;1.79706;0
0.785566,0.632857,0.632857;-0.44515;1
0.0975084,-2.19395,-2.19395;0.192296;0
1.38037,-0.448553,-0.448553;2.49629;0
-0.463606,-0.505955,-0.505955;-1.66123;1
0.474727,0.0749661,0.0749661;1.30418;0
-0.88419,0.424786,0.424786;2.13369;1
1.23408,0.725069,0.725069;-1.11015;0
2.3044,-0.467569,-0.467569;3.36794;0
0.0392908,-0.657687,-0.657687;-0.76797;0
-0.137259,-1.0626,-1.0626;1.69449;1
-1.9642,0.140327,0.140327;-2.89317;0
-1.84232,0.901668,0.901668;1.34235;1
0.871391,-0.920067,-0.920067;2.23031;0
-0.927432,-0.335385,-0.335385;-1.85999;0
1.14275,-0.0735028,-0.0735028;2.73963;0
0.1808,0.202831,0.202831;0.155969;0
-0.0561253,2.21987,2.21987;0.093208;0
-1.05564,-0.0501394,-0.0501394;-0.576804;0
-1.02617,-0.140774,-0.140774;-1.93731;0
0.0321283,0.443476,0.443476;1.48349;1
0.951428,1.59692,1.59692;1.1289;0
0.0777516,-0.701956,-0.701956;2.04749;0
-0.329961,-0.465377,-0.465377;1.26793;0
0.393921,-1.18391,-1.18391;-0.597961;1
0.799425,0.79766,0.79766;-0.458628;0
-0.286964,-1.17809,-1.17809;0.905629;0
0.532901,-0.858585,-0.858585;-0.592539;0
0.0602999,-0.965762,-0.965762;1.12197;0
1.36464,-0.887728,-0.887728;-2.25564;1
-1.09708,-1.49108,-1.49108;-0.981547;1
-0.493099,-0.361217,-0.361217;0.207318;1
0.620184,1.24287,1.24287;0.214486;1
-1.69224,-0.720266,-0.720266;-0.188471;0
-0.395516,0.215169,0.215169;-0.0774222;0
-0.513955,-0.383751,-0.383751;0.209397;1
0.135931,-1.52579,-1.52579;-1.87503;1
-1.38201,-1.0168,-1.0168;-0.420433;0
-0.24983,-0.949495,-0.949495;-0.808292;1
-0.215229,-0.0823644,-0.0823644;2.77229;0
0.0891187,-0.861587,-0.861587;-1.19477;1
-0.345362,-1.56307,-1.56307;1.36024;0
-0.637138,2.04097,2.04097;-0.582877;0
1.66778,1.08409,1.08409;0.361654;1
0.0411423,1.05581,1.05581;-1.1411;1
-0.134355,-0.190486,-0.190486;1.5904;1
0.142358,0.408562,0.408562;0.893096;0
-0.552825,-0.235829,-0.235829;-3.51797;0
0.120274,0.0542941,0.0542941;1.04437;0
1.32,0.208039,0.208039;0.933978;0
-0.401995,0.722622,0.722622;3.19243;1
-0.102197,-0.0406798,-0.0406798;-0.821398;0
0.68485,2.23532,2.23532;2.902;1
2.14084,0.678634,0.678634;1.18207;1
1.16163,1.2823,1.2823;2.15216;1
0.789367,-0.831576,-0.831576;1.12948;1
0.659619,0.189227,0.189227;0.849653;1
-0.261502,-1.54755,-1.54755;-1.8684;1
0.595565,-0.254301,-0.254301;0.597853;1
0.902468,-0.119291,-0.119291;1.02976;0
0.659201,-0.263543,-0.263543;0.112649;0
-0.0372707,1.03877,1.03877;0.219877;0
0.619223,1.48603,1.48603;1.16073;1
0.389722,-1.18503,-1.18503;0.867647;0
0.224201,1.44468,1.44468;-0.335007;1
-0.0275666,1.24007,1.24007;0.418571;1
-1.41159,0.842959,0.842959;0.0103292;1
0.2977,0.126809,0.126809;1.7205;1
0.633444,-3.00129,-3.00129;-4.70981;1
0.0706726,0.392383,0.392383;-1.69476;1
-0.817095,-1.17755,-1.17755;-2.35244;1
0.457044,-2.1883,-2.1883;-1.06277;0
-1.5211,-1.94215,-1.94215;-1.1422;1
-0.442833,-1.45805,-1.45805;-2.74108;0
0.331312,0.652696,0.652696;0.197058;1
-0.430421,0.52058,0.52058;0.653661;1
0.061362,1.06157,1.06157;1.06397;1
0.0486532,-0.817601,-0.817601;0.655496;1
-0.398492,-0.179584,-0.179584;-0.339897;1
0.0231905,0.365252,0.365252;2.01261;1
0.143378,1.48192,1.48192;-0.0895576;0
0.790722,0.414229,0.414229;0.496623;0
0.350944,-1.51353,-1.51353;1.02931;0
-0.0841848,0.914022,0.914022;0.275511;1
-0.74632,0.249629,0.249629;2.58674;1
-0.970642,-0.837565,-0.837565;-2.47393;1
1.33336,0.0056181,0.0056181;-1.86968;1
1.80818,1.27593,1.27593;1.53599;0
-0.210639,0.824629,0.824629;0.546477;0
-0.471722,1.05099,1.05099;-1.26422;1
0.175839,-0.220096,-0.220096;-1.89913;1
0.255011,-1.32446,-1.32446;0.794753;1
-0.651423,0.722622,0.722622;-2.18598;0
-0.774576,0.242582,0.242582;-0.0522449;1
0.519855,-1.19228,-1.19228;0.551934;0
0.973617,0.393551,0.393551;2.29044;1
1.14896,-2.27363,-2.27363;0.0522298;0
0.232872,0.46855,0.46855;1.52541;1
-1.50418,-1.22353,-1.22353;-1.15085;0
1.98021,0.149564,0.149564;0.794996;1
-0.872743,-0.953824,-0.953824;0.150574;0
1.00621,0.972486,0.972486;2.26365;0
-0.824293,-0.195928,-0.195928;-2.49588;1
-1.64283,-0.782614,-0.782614;-3.78708;0
0.636823,0.990687,0.990687;-0.0686798;1
-1.49757,-0.22631,-0.22631;-1.29794;0
1.31634,-1.44911,-1.44911;0.850569;0
0.0892448,-0.706896,-0.706896;0.803079;0
0.728785,0.0283358,0.0283358;-0.987329;1
0.121108,1.19881,1.19881;3.0001;1
-0.449311,-1.56938,-1.56938;-1.13027;1
-2.36839,-1.62549,-1.62549;-3.31257;0
-0.471892,-2.52312,-2.52312;-4.65183;1
0.32084,-0.342899,-0.342899;0.0524391;1
0.363092,0.303197,0.303197;-1.22038;0
-1.32026,-1.17502,-1.17502;-0.941814;1
-0.0147155,-1.98212,-1.98212;0.0358177;0
2.36316,0.0558177,0.0558177;4.79339;0
1.02119,0.292226,0.292226;3.48842;1
-1.1015,0.542623,0.542623;0.529728;1
1.15658,-1.10831,-1.10831;-0.989528;1
-0.421508,0.0381911,0.0381911;-0.0124115;0
-0.448169,0.702521,0.702521;1.40222;0
-0.292164,-1.93458,-1.93458;-3.91814;1
-1.49645,1.07231,1.07231;0.336719;1
0.513489,0.958116,0.958116;2.15324;1
1.18827,-2.07469,-2.07469;1.02711;0
0.989385,0.509334,0.509334;-0.699065;1
-0.329611,-0.792425,-0.792425;0.292062;0
0.212435,-1.77279,-1.77279;-0.454711;1
0.935386,1.77281,1.77281;0.810189;1
-0.43461,0.246262,0.246262;0.873262;1
0.376656,-2.44715,-2.44715;0.318181;0
0.529628,0.746065,0.746065;0.0484181;1
1.82571,-1.579,-1.579;-2.26535;1
-0.878068,0.564273,0.564273;2.63819;1
1.39779,0.908696,0.908696;0.113718;0
-0.726538,-1.0835,-1.0835;1.03933;0
-0.762015,-1.2269,-1.2269;-0.61951;0
0.149291,0.53652,0.53652;0.931052;1
0.214454,1.02177,1.02177;-0.281336;1
0.948469,0.954079,0.954079;0.0175642;1
1.78248,-0.698262,-0.698262;0.731255;0
-0.397771,-1.29049,-1.29049;-3.55905;1
0.849447,0.0286026,0.0286026;-1.09001;0
-0.553565,-1.45827,-1.45827;-1.26221;1
2.11946,0.538164,0.538164;-0.230081;1
0.90054,1.03224,1.03224;2.21775;0
-0.71007,-0.203657,-0.203657;-0.178063;1
-0.311321,0.155181,0.155181;-0.671713;1
-0.469882,-0.286199,-0.286199;-0.542468;1
-0.0358188,0.489285,0.489285;-0.17712;0
-1.54145,-0.196234,-0.196234;1.22214;1
1.3275,0.380136,0.380136;1.74042;0
-0.14729,-0.249001,-0.249001;-0.333387;0
0.032684,1.20655,1.20655;-1.98378;0
0.101148,-0.122989,-0.122989;1.01111;1
-0.374195,-0.362504,-0.362504;0.169421;0
-0.962371,-0.825549,-0.825549;-0.258655;0
-1.00946,1.61559,1.61559;-2.20965;0
-0.91047,-1.8835,-1.8835;-0.02721;0
0.707416,0.660439,0.660439;1.72853;0
1.69889,0.307464,0.307464;-0.328485;0
-0.944044,-2.10551,-2.10551;1.0428;0
-0.837064,-0.260425,-0.260425;-0.949066;1
0.784849,0.435353,0.435353;1.79337;0
0.124926,1.185,1.185;2.20016;0
-0.533579,1.03503,1.03503;1.00591;1
-1.09499,0.915545,0.915545;1.11801;1
0.393679,0.143552,0.143552;1.84208;0
-0.181532,0.911266,0.911266;-0.932155;0
0.841719,-0.0386523,-0.0386523;3.49856;0
-0.80427,1.11454,1.11454;-0.826673;0
0.772654,-0.0279231,-0.0279231;-1.35354;1
0.306171,0.0800034,0.0800034;0.0144332;0
1.50211,-0.563654,-0.563654;1.75098;0
-0.444056,0.952989,0.952989;-0.311907;0
0.595377,1.12161,1.12161;1.62513;0
0.965598,-0.0215475,-0.0215475;0.7909;1
2.05502,-0.133231,-0.133231;1.50391;0
-0.0297911,-0.0665776,-0.0665776;1.02295;0
-0.960596,-0.164623,-0.164623;-0.81414;0
2.05659,0.528809,0.528809;0.988829;0
-0.556246,0.479125,0.479125;1.21632;1
0.100084,-0.213047,-0.213047;-0.934184;1
0.376603,0.545333,0.545333;-0.606804;0
0.512126,0.954405,0.954405;-1.76656;0
1.57475,-1.15251,-1.15251;-0.789362;0
0.23815,-0.426626,-0.426626;-0.215847;0
1.06007,-0.0193407,-0.0193407;-1.35753;1
1.12015,-2.15793,-2.15793;-0.645067;0
0.715763,0.529739,0.529739;2.92345;0
0.36017,0.281369,0.281369;0.240921;1
-1.53432,1.05692,1.05692;0.0115631;0
0.346992,-0.108374,-0.108374;1.46852;0
0.525314,1.36752,1.36752;1.43757;1
0.204124,-0.609149,-0.609149;-1.28085;1
-0.347725,-0.932793,-0.932793;-0.177999;0
0.492754,0.387372,0.387372;-0.93557;1
0.126019,-0.542651,-0.542651;-1.22505;1
