Q_Mean,P_Mean,Variance;Measured_real;Measured_imag
1.39121,-1.76109,-1.76109;-2.08396;1
-0.512635,-0.139219,-0.139219;-0.262148;1
-0.306095,1.57131,1.57131;0.943806;1
0.301118,1.51815,1.51815;-1.55942;1
-1.19917,-0.59935,-0.59935;2.2332;1
-0.288476,0.179803,0.179803;2.2794;1
-0.152996,0.654842,0.654842;-2.22467;0
-0.857593,2.0616,2.0616;-0.256942;0
1.00133,-1.52607,-1.52607;-0.200556;0
0.316789,1.67043,1.67043;1.08868;1
0.316107,-0.878543,-0.878543;-2.00529;1
0.43036,-0.529742,-0.529742;-0.453934;0
-1.24669,-1.19429,-1.19429;-1.724;1
1.45969,-0.251728,-0.251728;-0.585606;1
-1.71012,0.833395,0.833395;-1.26451;0
0.610625,0.911736,0.911736;-1.83831;0
0.666227,-0.644042,-0.644042;0.364076;1
0.937429,-1.25341,-1.25341;0.955742;0
0.231285,-0.269755,-0.269755;-1.3623;1
0.0271615,1.17161,1.17161;0.595255;1
-0.842207,0.254423,0.254423;0.290562;1
0.738685,1.56753,1.56753;0.775717;0
0.431223,-0.223478,-0.223478;1.06635;0
-0.718625,1.64322,1.64322;-0.802261;0
0.160725,-0.878899,-0.878899;-2.83219;1
-1.19818,1.00085,1.00085;3.63951;1
-2.15708,1.04948,1.04948;-2.42852;0
-1.00204,-0.905013,-0.905013;-1.07473;0
1.43615,-1.24057,-1.24057;0.974247;0
1.2635,-1.2473,-1.2473;-0.96836;1
0.18362,0.270524,0.270524;-0.432506;0
0.506525,0.29388,0.29388;-0.546483;0
-0.571006,0.312293,0.312293;-1.75884;1
-0.0639749,-1.47929,-1.47929;-0.380859;0
1.49209,0.0367795,0.0367795;1.12697;0
0.623267,1.02244,1.02244;2.07008;0
-1.55377,1.08105,1.08105;0.695954;0
-0.50775,0.310953,0.310953;-2.32303;0
1.04942,0.282033,0.282033;1.75405;0
1.51377,1.41788,1.41788;0.624856;0
-0.315586,-0.0920771,-0.0920771;-0.93343;0
-1.32352,0.788026,0.788026;-3.06916;0
1.51259,0.848582,0.848582;1.2627;0
0.624795,0.757782,0.757782;-0.164851;0
-1.18141,1.39245,1.39245;-0.246961;1
0.551993,0.322103,0.322103;0.115052;0
1.43434,0.207465,0.207465;2.28727;0
1.32099,0.303891,0.303891;0.851876;0
-0.0147133,1.73378,1.73378;1.35039;1
-0.137717,1.22898,1.22898;-0.917869;0
0.436636,-1.30867,-1.30867;-1.14825;1
-0.49424,0.874558,0.874558;-0.0281971;0
0.617198,-0.775343,-0.775343;2.20206;0
-0.761991,0.689781,0.689781;1.63076;1
-0.106038,0.61231,0.61231;0.53764;0
0.641667,-1.23806,-1.23806;-2.29299;1
-0.25058,1.3627,1.3627;0.262659;0
-0.372737,0.632623,0.632623;-0.305098;0
0.0794485,1.86259,1.86259;0.398198;1
-0.380883,-0.286076,-0.286076;1.67451;0
0.424543,0.0210564,0.0210564;1.72171;1
0.577607,-0.316299,-0.316299;-2.44148;1
0.243303,-0.0922599,-0.0922599;-0.0907381;0
-0.451883,-1.56802,-1.56802;-0.171431;0
-0.374103,1.40344,1.40344;-0.122599;0
0.432803,-0.821386,-0.821386;0.710648;0
0.0485211,1.03957,1.03957;2.4525;1
0.501643,0.504498,0.504498;0.755571;1
0.627697,-1.11385,-1.11385;-1.65645;0
-0.86575,-0.474817,-0.474817;-1.63782;1
-0.231805,0.242592,0.242592;-0.857504;1
0.0497876,0.403356,0.403356;-0.617404;0
1.05295,0.468685,0.468685;0.172446;0
-0.885402,1.69479,1.69479;1.42385;0
0.404719,0.845063,0.845063;-0.318821;1
1.77393,-1.19447,-1.19447;0.422878;0
-1.60589,-1.06499,-1.06499;0.704208;1
-1.48635,-0.963064,-0.963064;-0.772024;0
-1.73155,0.147493,0.147493;-2.75368;0
-0.139964,0.740514,0.740514;-1.68519;1
0.951489,0.7228,0.7228;0.0828907;1
0.00361923,-0.139271,-0.139271;0.422849;0
-2.0399,0.25769,0.25769;-0.494159;0
0.172565,-1.39884,-1.39884;-0.657445;0
1.31736,1.8482,1.8482;0.828579;1
-0.204111,-0.40429,-0.40429;0.306542;1
0.3408,-1.96679,-1.96679;-0.797584;0
0.81767,0.181149,0.181149;0.0286386;1
0.198715,-0.41777,-0.41777;-0.312585;1
-0.95774,0.0808494,0.0808494;0.718976;1
-0.63301,0.223086,0.223086;0.567466;1
0.0758606,-0.770103,-0.770103;-0.305065;1
0.478825,-0.864367,-0.864367;-1.61388;1
-0.538076,0.388818,0.388818;-0.192148;1
-1.46575,1.39563,1.39563;2.15797;1
-0.514422,-0.422542,-0.422542;-0.722539;0
0.0915406,-1.26117,-1.26117;-2.34097;1
-0.989577,0.673922,0.673922;0.458502;1
2.84123,-0.915421,-0.915421;2.27525;0
1.02413,0.73235,0.73235;-1.5217;1
0.415978,0.217644,0.217644;1.26339;1
0.673536,0.389959,0.389959;0.664456;0
1.82995,1.11233,1.11233;1.40336;0
0.515231,0.165574,0.165574;1.40226;1
0.257519,1.33763,1.33763;3.0229;1
0.947778,-0.516498,-0.516498;3.05043;1
0.49905,1.74694,1.74694;1.10467;0
-1.0819,0.0408268,0.0408268;-0.655207;1
1.37098,-1.04955,-1.04955;-1.55194;1
0.612638,0.865143,0.865143;0.611992;0
-1.25767,-0.319528,-0.319528;-0.0812636;1
0.606622,-0.0636963,-0.0636963;0.948643;1
-1.83681,2.04927,2.04927;1.80051;1
-1.69539,1.61541,1.61541;1.51222;1
1.2859,1.29993,1.29993;2.41349;0
0.00789177,-0.143714,-0.143714;2.13298;0
-0.868271,-0.811762,-0.811762;0.338614;1
0.614786,0.733152,0.733152;-1.51077;0
-0.669106,-1.08002,-1.08002;-1.17983;0
2.51519,-0.556036,-0.556036;0.0186984;1
1.07389,1.8379,1.8379;0.211896;1
0.665904,0.53662,0.53662;0.714946;0
-0.139349,1.1298,1.1298;2.42817;1
0.378507,0.899568,0.899568;1.91255;0
-0.0850659,-2.29118,-2.29118;-3.73491;1
0.705166,-1.84303,-1.84303;-2.00621;1
-0.900108,0.272066,0.272066;0.469687;1
-1.77963,2.46212,2.46212;0.926;1
0.518275,0.0327455,0.0327455;0.0417194;1
0.0931561,1.20187,1.20187;1.87082;1
-0.0907835,-1.63505,-1.63505;-1.81069;1
0.318457,-1.36902,-1.36902;-0.111998;0
0.667705,0.813371,0.813371;-1.97871;0
-0.838757,-0.416467,-0.416467;-1.95539;0
0.37531,-1.71117,-1.71117;-0.963755;1
0.0192521,-0.459628,-0.459628;0.272236;0
0.371906,-0.590044,-0.590044;-0.720355;1
-0.346318,-0.49551,-0.49551;-1.17545;0
-0.176263,-0.501254,-0.501254;-0.871256;1
0.346082,-0.380361,-0.380361;-1.49611;1
1.34491,0.789235,0.789235;1.45539;1
2.26835,1.31243,1.31243;5.40426;0
0.84217,-0.108021,-0.108021;0.911742;1
0.0651351,1.40941,1.40941;1.82333;0
1.25313,0.250402,0.250402;2.69978;0
-0.18339,-0.810612,-0.810612;0.942925;0
-0.146981,0.000970897,0.000970897;-1.45256;0
0.0765601,-0.200154,-0.200154;1.98663;0
-0.897681,0.00838155,0.00838155;-2.75705;0
0.0293722,-1.10937,-1.10937;0.0966612;1
-0.898511,-0.445886,-0.445886;-0.794098;0
0.612212,-1.05938,-1.05938;3.13521;0
1.16627,2.30681,2.30681;1.91437;1
-0.36128,-0.198901,-0.198901;-0.892423;0
1.48513,0.866856,0.866856;1.54909;0
-0.412369,0.533845,0.533845;-1.46151;0
-1.05172,-0.0542483,-0.0542483;1.43996;1
1.86763,-0.164771,-0.164771;0.724575;0
-1.18154,1.19948,1.19948;0.501116;1
-2.16651,0.291455,0.291455;1.69396;1
0.316388,-0.759744,-0.759744;-0.492164;1
0.023716,0.48361,0.48361;2.35231;1
0.910903,2.95909,2.95909;1.47981;0
0.256351,-1.65029,-1.65029;-1.79746;1
-1.09709,0.0061701,0.0061701;-1.98549;1
-0.188561,-0.583521,-0.583521;1.88628;0
-0.914201,0.188521,0.188521;-0.105905;1
1.05448,0.0736282,0.0736282;0.960619;0
-0.50468,0.0261372,0.0261372;0.056301;1
-0.369994,-0.439613,-0.439613;-0.696769;0
-0.0302263,0.49621,0.49621;2.11941;1
-0.286608,-0.504484,-0.504484;-2.06091;1
-0.282283,-0.21765,-0.21765;0.254388;0
0.67495,-0.703006,-0.703006;-2.8054;1
1.39322,-1.9952,-1.9952;1.46648;0
-0.434074,0.256717,0.256717;2.05845;1
0.6394,-0.221939,-0.221939;0.0874542;1
2.06428,0.23279,0.23279;0.981269;1
0.451336,-0.222727,-0.222727;1.5464;0
0.8536,0.101469,0.101469;2.96596;1
0.263399,-1.98429,-1.98429;-2.54219;1
-1.23604,-0.361089,-0.361089;1.42359;1
0.263748,2.53644,2.53644;4.07808;1
0.76082,0.449165,0.449165;1.47312;1
-1.16742,-0.907161,-0.907161;-0.942606;0
-1.11772,-0.546312,-0.546312;-0.677734;1
-2.49812,-0.315821,-0.315821;0.45556;1
-0.0525412,-0.859193,-0.859193;-2.26544;0
0.589426,-1.77128,-1.77128;-2.78013;1
0.194605,-0.138287,-0.138287;1.98277;0
0.0828988,-0.646609,-0.646609;0.310226;1
-2.66426,0.0186987,0.0186987;-2.32573;0
0.317351,-2.71782,-2.71782;-1.04175;1
-0.631651,0.377851,0.377851;-1.42743;0
-1.17714,0.546212,0.546212;-0.795129;0
0.94074,-0.244886,-0.244886;0.656882;1
0.804748,1.32884,1.32884;1.97294;1
0.771239,0.558478,0.558478;0.819573;1
-0.090962,2.47335,2.47335;2.08842;0
-1.22597,0.602488,0.602488;-1.00518;0
-0.199902,1.15396,1.15396;-1.5044;0
-0.0869216,0.500387,0.500387;-0.889907;1
-0.510963,0.253671,0.253671;0.329031;1
-0.789392,-0.582552,-0.582552;-0.519324;1
0.751673,-1.40918,-1.40918;0.633296;0
-2.95893,0.894037,0.894037;-1.90032;0
-0.245238,0.211994,0.211994;-0.320601;0
0.419679,-0.880256,-0.880256;2.26542;0
-0.248942,-0.815304,-0.815304;-1.094;0
-0.683484,-0.978563,-0.978563;-1.13699;1
-1.48512,-0.80802,-0.80802;-1.19976;1
0.436042,-0.0320412,-0.0320412;0.0702226;1
-0.891303,-1.7884,-1.7884;-1.89316;1
0.817596,0.801402,0.801402;0.600487;0
-0.341083,0.426416,0.426416;1.11218;1
0.155931,1.54735,1.54735;0.861493;1
1.20027,-0.131343,-0.131343;2.55983;0
-1.33604,0.0530973,0.0530973;-0.864373;0
0.00720485,-0.955742,-0.955742;2.25889;0
0.445857,1.21704,1.21704;1.2101;0
0.0932569,-1.0245,-1.0245;-0.777462;0
0.131652,-2.36972,-2.36972;0.279185;0
0.117257,0.632926,0.632926;1.40694;1
0.510681,-0.472785,-0.472785;0.312837;1
-0.848895,-0.213039,-0.213039;-0.865637;1
-0.162727,-0.0106994,-0.0106994;-0.588407;0
0.752208,0.448122,0.448122;-1.25024;0
1.27627,0.938173,0.938173;0.694309;1
-0.388972,1.72552,1.72552;1.43113;0
0.0990802,0.00995898,0.00995898;-0.653383;1
1.28878,0.406668,0.406668;-1.85708;1
1.26335,-0.575696,-0.575696;-0.810324;1
-0.0394674,-1.45836,-1.45836;0.36434;1
-0.205497,-0.0603448,-0.0603448;-0.352153;1
0.0954682,-0.170888,-0.170888;0.249608;0
1.23226,0.570379,0.570379;1.39201;1
1.94281,0.974604,0.974604;3.02115;1
-1.23919,0.685534,0.685534;1.50413;1
1.61156,-0.331747,-0.331747;0.275371;0
0.73655,0.205083,0.205083;0.530777;1
0.387553,-1.87551,-1.87551;-1.85117;1
-0.137197,0.262151,0.262151;-1.59029;1
1.50717,1.40232,1.40232;1.87787;1
0.692947,0.175488,0.175488;1.13457;0
-1.53485,-1.17707,-1.17707;-0.410073;1
-1.31988,-1.69948,-1.69948;-0.82862;0
0.903216,-0.875918,-0.875918;2.55644;0
0.479082,0.791047,0.791047;-0.889006;0
-0.505908,-0.672557,-0.672557;-0.0860051;1
-0.5298,0.898586,0.898586;1.56123;1
0.852945,-0.58628,-0.58628;0.0973335;1
-0.671604,1.97174,1.97174;2.84789;1
-0.186896,-0.473387,-0.473387;0.937748;0
-0.18273,-0.207831,-0.207831;-0.872802;1
0.0393136,-0.352936,-0.352936;-0.10103;1
-0.995529,-1.02972,-1.02972;-2.08026;0
-0.83935,0.945719,0.945719;-0.0197869;0
-0.0894096,-1.29112,-1.29112;-0.777441;1
0.506573,0.965734,0.965734;1.44874;0
-0.561762,-0.243023,-0.243023;-0.826186;0
0.23222,0.72991,0.72991;-2.49745;0
-0.018937,-0.609172,-0.609172;0.698649;1
-0.512648,2.05058,2.05058;3.34571;1
0.0765695,-0.331081,-0.331081;0.613354;1
0.912338,0.00921199,0.00921199;-0.00809699;0
-0.857937,-0.568878,-0.568878;-1.56554;0
-0.401978,-0.589831,-0.589831;0.0705071;1
-0.0282596,0.0558548,0.0558548;0.104252;0
1.33898,-0.568106,-0.568106;1.50371;1
0.593013,1.55361,1.55361;0.132159;0
-0.556797,0.360092,0.360092;-2.13465;0
-0.540968,-0.983426,-0.983426;-1.13031;1
0.750091,0.00753892,0.00753892;-0.778773;1
0.535108,-0.0427545,-0.0427545;-2.61813;1
1.20159,0.846345,0.846345;1.57803;1
1.56116,1.11459,1.11459;-2.53725;0
1.39807,0.891013,0.891013;1.55677;1
-1.07755,-1.12161,-1.12161;-1.75781;1
0.642255,0.210764,0.210764;1.53667;0
0.403471,1.09158,1.09158;-1.33316;0
-1.08688,-0.250282,-0.250282;0.247624;1
0.67733,0.75516,0.75516;2.98492;0
-1.99033,1.85862,1.85862;-1.99065;0
-2.31078,0.142677,0.142677;-0.179903;1
-0.613564,0.654819,0.654819;0.734168;1
0.806333,0.642006,0.642006;-0.190659;1
0.0978088,-0.327935,-0.327935;3.32911;0
-0.261729,-0.360823,-0.360823;1.34391;1
-2.33474,0.843309,0.843309;-4.12984;0
-0.564204,-1.25614,-1.25614;-1.34351;0
-1.04396,1.24267,1.24267;-0.126873;1
0.264598,1.44273,1.44273;0.436499;0
1.34827,1.74606,1.74606;0.446627;0
0.321797,0.943824,0.943824;-0.182931;1
2.10877,-0.664348,-0.664348;0.68551;1
0.940563,1.57912,1.57912;-1.60258;0
0.703318,0.728083,0.728083;1.54785;0
-0.05167,-0.0551104,-0.0551104;2.73994;0
2.05684,0.962822,0.962822;3.06117;0
0.327929,-0.601394,-0.601394;-0.592272;0
-0.629455,-0.747349,-0.747349;-0.0630874;0
0.171823,-1.29062,-1.29062;-1.49787;0
1.26147,1.71197,1.71197;1.86463;1
-0.908933,-0.189309,-0.189309;-0.373649;0
-0.306407,-0.394332,-0.394332;-0.71395;1
-0.100141,0.43573,0.43573;-0.280915;0
0.41108,0.368191,0.368191;0.984622;0
-1.01311,-0.725137,-0.725137;-0.842687;0
-0.0759788,-1.77858,-1.77858;-1.7433;1
-0.575868,-0.903653,-0.903653;-1.06854;1
-0.689648,-2.08311,-2.08311;1.12972;0
-0.986386,-0.290893,-0.290893;0.71899;0
0.862888,1.43454,1.43454;0.228604;1
1.24205,-1.21279,-1.21279;-0.0964548;1
-0.788613,-0.425234,-0.425234;-2.54255;0
-0.847605,-0.249144,-0.249144;0.694354;0
-1.6436,0.114911,0.114911;0.571443;1
0.394566,0.249227,0.249227;-0.241474;0
0.481109,0.729675,0.729675;0.612365;0
0.0897287,1.3807,1.3807;0.473265;0
-2.53185,0.981094,0.981094;-1.16774;0
0.187278,-0.815086,-0.815086;0.285268;0
-0.212034,0.965711,0.965711;1.12488;1
0.82996,-0.742689,-0.742689;0.0652032;1
-0.679177,0.54965,0.54965;-3.34144;0
-0.196862,0.103408,0.103408;0.857976;0
0.284696,1.30923,1.30923;1.58092;1
1.65063,0.491799,0.491799;0.66012;1
0.614838,-0.927587,-0.927587;-1.28242;1
0.366495,0.371986,0.371986;-2.85142;0
-1.2892,0.115543,0.115543;-0.283493;0
0.623423,0.594721,0.594721;-3.21625;1
-0.899433,0.387621,0.387621;0.104496;0
-0.122442,0.613573,0.613573;-2.841;0
0.320355,0.797155,0.797155;1.55786;1
0.258674,-0.121489,-0.121489;-0.556287;1
1.5505,-0.785688,-0.785688;-1.19975;1
-0.116003,-0.375879,-0.375879;0.464602;0
0.357474,0.485842,0.485842;0.161476;1
-1.54888,0.0557172,0.0557172;-0.384386;0
-1.86362,-1.17739,-1.17739;-2.06472;0
1.05165,-2.38232,-2.38232;-3.86009;1
1.00222,1.49325,1.49325;2.04258;0
-0.0812144,-0.448768,-0.448768;-0.96142;0
0.575251,-0.598396,-0.598396;0.296411;1
1.03285,0.514467,0.514467;-1.34159;1
1.61494,0.442955,0.442955;-0.714371;0
-1.13816,0.0948739,0.0948739;-0.603017;0
0.275683,-1.08682,-1.08682;-1.81044;1
-0.156627,-0.34823,-0.34823;0.69593;0
-0.768904,1.28608,1.28608;-2.82124;0
-1.25362,-0.0863656,-0.0863656;0.559352;0
1.44973,-0.864262,-0.864262;0.488609;0
-1.42267,-1.87148,-1.87148;-0.93068;0
0.096769,-0.0320371,-0.0320371;-0.442089;1
-1.08091,0.608044,0.608044;-0.207037;0
0.682588,1.19449,1.19449;1.05517;0
0.582074,0.617064,0.617064;0.707177;0
-0.118347,-0.898169,-0.898169;-0.562523;1
0.41277,1.37978,1.37978;-2.88709;0
0.497774,-0.553518,-0.553518;0.508796;0
0.389066,-0.15553,-0.15553;0.117577;1
0.315432,-1.02163,-1.02163;0.347024;1
-1.43615,-0.287861,-0.287861;-0.88916;1
0.151448,0.129917,0.129917;-1.07289;0
-0.386183,-0.188858,-0.188858;-1.43396;1
0.0114136,1.01683,1.01683;1.73379;1
-1.41827,0.52968,0.52968;1.38766;1
-0.103253,0.340468,0.340468;0.724543;0
0.773107,0.517503,0.517503;0.573431;1
1.2372,0.409502,0.409502;2.5228;1
-0.197664,0.610601,0.610601;-1.2833;0
-0.378165,0.578326,0.578326;-1.70605;1
0.290595,-1.02038,-1.02038;-1.9434;1
-1.38196,-1.371,-1.371;-3.57061;0
-1.08952,0.747821,0.747821;-1.1244;0
-0.338345,0.261341,0.261341;-1.00822;1
-0.198717,-0.695798,-0.695798;0.397229;1
1.81927,1.74071,1.74071;2.52188;1
-0.551086,0.191017,0.191017;-2.76316;0
0.226921,-1.17275,-1.17275;-2.23815;1
-0.233915,-0.847085,-0.847085;2.21777;0
1.12842,0.581904,0.581904;-0.0814147;0
0.381829,0.856348,0.856348;1.79992;1
0.698845,-0.286759,-0.286759;0.386525;1
-1.41068,1.70885,1.70885;2.9692;1
0.173227,-0.0715988,-0.0715988;-1.06805;0
0.684981,-0.971552,-0.971552;0.504983;1
0.38979,-0.902502,-0.902502;-1.91658;1
-0.429229,0.412551,0.412551;-1.19794;0
-0.096094,-0.212853,-0.212853;-1.23417;1
1.05794,0.90235,0.90235;2.30464;0
0.452312,-0.817568,-0.817568;0.683132;0
1.51066,0.295293,0.295293;1.73678;0
-0.249379,0.0770866,0.0770866;0.0860331;0
0.521605,1.32216,1.32216;2.68371;1
-0.749334,1.03816,1.03816;1.14527;0
0.103728,-1.631,-1.631;-2.85227;1
1.41775,0.317245,0.317245;-1.84949;0
-0.288563,1.56846,1.56846;-0.521707;0
-0.145043,-1.61054,-1.61054;-3.56154;1
1.23532,-1.89404,-1.89404;2.79343;0
-1.36963,-1.34263,-1.34263;0.517712;0
0.929455,-2.07542,-2.07542;0.218116;0
-0.709662,-0.4543,-0.4543;-2.02222;1
0.480767,0.764324,0.764324;-0.784827;0
0.126102,0.488962,0.488962;-0.856101;1
0.213252,-2.15434,-2.15434;-3.08775;1
0.684152,-1.03449,-1.03449;-0.784168;1
-1.52485,-0.425262,-0.425262;-0.613093;1
0.502919,-0.0566834,-0.0566834;-1.74148;1
0.946949,-1.97335,-1.97335;-1.41;1
1.32051,0.150328,0.150328;-0.424466;0
1.01419,-0.401166,-0.401166;-0.388967;1
-0.117377,0.275982,0.275982;2.63644;1
-0.267724,0.557597,0.557597;-1.65847;0
-0.809302,-0.163129,-0.163129;-1.0203;0
-0.292498,-0.55306,-0.55306;1.28005;0
-0.661421,-0.362307,-0.362307;-0.284932;0
0.576647,-1.27915,-1.27915;1.3286;0
-1.35328,-2.21011,-2.21011;-0.52207;0
-1.04438,0.609097,0.609097;0.134131;1
1.70851,-0.827929,-0.827929;1.46853;0
1.24091,0.332644,0.332644;1.13553;0
-1.36377,0.707125,0.707125;0.968975;1
-1.0919,-0.119919,-0.119919;1.58848;1
-0.681047,-0.457838,-0.457838;-0.99825;1
0.961836,-0.40018,-0.40018;-2.04816;1
-2.34724,0.070082,0.070082;-2.95417;0
-1.31586,0.765281,0.765281;-0.0395417;0
-0.537556,-0.634679,-0.634679;-2.21038;1
-0.379508,0.174586,0.174586;2.10978;1
-0.711843,1.13043,1.13043;1.39164;0
-1.44399,-0.895139,-0.895139;-2.78824;1
-0.331734,-0.0940335,-0.0940335;1.56115;1
-0.839405,0.282469,0.282469;-1.1177;1
0.661256,-1.21713,-1.21713;-1.54732;1
-0.961837,-0.242502,-0.242502;-2.2552;0
-0.0452459,1.60859,1.60859;-0.190251;0
-0.612026,-0.134801,-0.134801;-1.04338;0
-0.106535,-1.63977,-1.63977;-2.37261;1
-0.670997,0.41764,0.41764;0.626345;1
-0.419839,-1.39934,-1.39934;0.798688;0
-0.808431,-1.71581,-1.71581;1.52305;0
-0.338248,0.555956,0.555956;3.06685;0
0.512032,-0.619555,-0.619555;1.22984;0
0.802109,-0.694983,-0.694983;1.94611;1
-0.401649,1.16611,1.16611;-1.50969;0
0.631812,-0.597691,-0.597691;-2.43065;1
0.899893,0.176213,0.176213;3.32991;0
-0.526133,-1.55188,-1.55188;-0.5582;1
0.108903,-0.0896205,-0.0896205;-0.746234;0
-1.03006,-0.888886,-0.888886;-1.57163;1
-1.55502,0.903946,0.903946;-0.646029;0
0.284021,-1.21213,-1.21213;-1.9115;0
-0.340543,-0.986359,-0.986359;-0.951447;1
-0.1821,-0.596415,-0.596415;0.996541;1
-1.94513,1.34097,1.34097;1.57778;1
-0.342797,0.633906,0.633906;1.75783;0
-0.443824,-0.241977,-0.241977;0.109682;0
-0.139875,0.803016,0.803016;-1.94129;0
-0.281313,0.246415,0.246415;-0.370991;1
0.578951,-0.726966,-0.726966;0.671646;0
-0.00032275,-0.264426,-0.264426;-1.24107;1
-0.759954,-0.0305847,-0.0305847;-0.188615;0
2.23879,-0.946522,-0.946522;-1.38353;1
-1.71344,-1.52133,-1.52133;-0.0815636;0
0.0884746,-0.611815,-0.611815;0.388709;0
-0.554179,0.399266,0.399266;1.66274;1
-0.791401,0.868763,0.868763;-1.06162;0
-0.38018,-0.986771,-0.986771;-0.261492;0
0.413206,-2.82491,-2.82491;-3.66659;1
-0.919684,-0.447183,-0.447183;-1.92943;0
0.146953,-0.366755,-0.366755;0.269952;1
0.659964,-0.949687,-0.949687;1.34084;0
-0.33643,1.04249,1.04249;2.21702;1
-0.533641,0.415664,0.415664;-0.409988;0
-0.898261,2.37983,2.37983;-1.53386;0
0.121673,0.127694,0.127694;1.24101;1
-0.419576,-1.01952,-1.01952;-1.35794;1
0.131013,1.63119,1.63119;1.67679;1
-0.547563,0.187901,0.187901;2.28121;1
-1.02742,0.528225,0.528225;-1.47641;0
0.849296,-0.759825,-0.759825;1.6733;0
0.319262,0.107792,0.107792;1.14882;0
0.459599,1.9696,1.9696;2.2776;1
0.0259983,-0.6008,-0.6008;-0.213423;1
-1.71596,0.274764,0.274764;0.32041;1
0.48514,-0.48458,-0.48458;-0.528438;1
-0.0350659,0.362905,0.362905;1.07365;1
1.12727,-1.95473,-1.95473;1.10623;1
0.339749,-0.490124,-0.490124;-1.95143;1
-1.20174,1.15068,1.15068;0.488558;0
-0.263578,-0.634167,-0.634167;-2.61273;0
-0.188793,-0.821953,-0.821953;0.649662;0
-0.915551,0.357277,0.357277;-1.92131;0
-0.588632,1.23414,1.23414;-0.229361;1
-2.48632,-0.0992475,-0.0992475;-1.2263;0
2.16107,0.6716,0.6716;1.25647;0
0.476921,0.638936,0.638936;2.12655;1
-1.10649,-1.01973,-1.01973;-0.195641;0
-0.786457,0.276171,0.276171;-0.131225;0
1.00387,-0.346512,-0.346512;0.0922554;0
0.364304,1.2314,1.2314;1.738;1
2.0767,0.765241,0.765241;3.22643;0
0.379677,-1.14595,-1.14595;-1.60326;0
-1.37273,1.65321,1.65321;-2.21386;0
-0.682252,-0.811431,-0.811431;1.27106;1
1.60489,0.958066,0.958066;1.75048;1
0.73553,-0.972427,-0.972427;-0.314242;1
-1.35291,-0.410407,-0.410407;-0.898801;0
-0.358941,-0.11572,-0.11572;2.18457;1
1.05171,0.115204,0.115204;0.0865854;0
-0.911864,-0.0171363,-0.0171363;-2.52655;1
-0.703511,-0.391548,-0.391548;-1.77308;0
-0.727037,1.72704,1.72704;0.333535;0
0.792099,-0.0450181,-0.0450181;-2.25074;1
0.245261,1.46804,1.46804;0.93197;1
-0.0719359,1.07524,1.07524;0.666454;0
-0.339488,-0.163804,-0.163804;2.11475;0
0.232278,-0.297943,-0.297943;-2.00402;1
0.45412,-0.771781,-0.771781;-1.7356;1
0.477115,0.636594,0.636594;1.95807;1
-0.0812874,-0.287791,-0.287791;-0.906664;1
-0.953671,0.0138523,0.0138523;0.881836;1
-0.625133,-0.240266,-0.240266;1.48444;0
1.30587,1.40315,1.40315;2.62546;0
0.110924,1.5306,1.5306;-2.75222;0
0.430483,0.0590704,0.0590704;-3.17248;0
-0.853356,0.995006,0.995006;0.970101;1
-0.36559,0.365404,0.365404;1.71014;0
0.682986,0.212934,0.212934;0.857511;0
0.18119,0.21382,0.21382;0.824275;0
-1.73958,-1.2491,-1.2491;-0.793326;0
0.632899,0.103832,0.103832;2.05094;1
-0.982654,-0.433898,-0.433898;-0.644943;1
1.52998,-0.857338,-0.857338;-1.66106;1
-2.10368,-0.180774,-0.180774;1.98031;1
2.62152,-0.353854,-0.353854;0.582111;1
-0.581125,-1.48642,-1.48642;-0.357198;1
-0.766638,0.750095,0.750095;1.12575;1
-1.41361,0.229561,0.229561;-1.13788;1
-0.472679,0.114443,0.114443;0.570825;0
-0.77139,-1.14134,-1.14134;0.140064;1
1.07314,0.449402,0.449402;1.77235;0
-0.511221,0.970509,0.970509;0.264202;0
-0.0243591,-0.148556,-0.148556;-0.791223;1
0.965314,-1.59223,-1.59223;-1.03008;1
0.0683998,1.02664,1.02664;4.24555;1
-1.62364,1.45197,1.45197;-1.04941;0
-0.0826483,-0.671488,-0.671488;2.66172;0
0.00242895,-0.461644,-0.461644;-1.98474;0
-0.794382,0.279035,0.279035;1.72088;1
0.232523,-1.464,-1.464;-1.12825;0
-1.34513,-0.357925,-0.357925;-0.381047;1
1.02589,0.0698562,0.0698562;1.03353;1
0.30992,-0.902895,-0.902895;-1.14792;1
0.792158,1.00773,1.00773;0.815342;1
-0.972815,-0.36575,-0.36575;0.815264;1
0.810854,1.40927,1.40927;1.59758;1
-1.05702,1.02467,1.02467;2.82207;1
0.139814,0.583123,0.583123;-0.596526;0
0.035093,0.47653,0.47653;1.54013;1
1.10091,-0.911456,-0.911456;0.00833735;1
1.33131,-0.969481,-0.969481;0.550276;0
1.06716,-0.336739,-0.336739;-0.664349;1
-0.229981,0.467838,0.467838;-0.109091;1
-0.293108,-0.0866483,-0.0866483;0.134072;0
-1.2112,-1.14183,-1.14183;-1.09448;0
-1.48372,-0.765045,-0.765045;-3.17504;0
1.7173,-1.90848,-1.90848;0.0565496;0
-1.72692,-0.298986,-0.298986;-1.36839;0
0.169082,-2.36634,-2.36634;-1.55326;1
1.65007,-1.07781,-1.07781;0.417438;0
-1.25115,0.508601,0.508601;0.366066;0
-0.620293,1.31788,1.31788;-1.11032;0
